Airlines,Name,Location,Date Published,Text Content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,Ground Service,Wifi & Connectivity
qantas_airways,M Walsh,2013,2013-11-21,Gorgeous old 767-300ER for the short hop and back from MEL-SYD-MEL. Boarding was smooth the crew welcomed us by name and the flight was on time. Departure from gate was great flight was smooth and snack was served on the mid-morning flight. Much the same on the way back but tasty dinner was also provided with James Squire beer - huge plus. 2-3-3 layout is fantastic and the iPads are great. 9/10 bar for the cost of the ticket although it is almost worth it if you can.,Economy Class,5.0,5.0,4.0,5,N/A,,4,
qantas_airways,M Harrison,2013,2013-11-21,Sydney to Dubai on QF09. Seats were comfortable and the entertainment & food as good as any. Staff were both professional & friendly in a down to earth way. Kept an eye on those not sleeping with regular snacks and drinks. We could not have been more comfortable.,Economy Class,5.0,5.0,5.0,5,N/A,,5,
qantas_airways,B Campanaro,2013,2013-11-19,"Flew from Los Angeles to Sydney October 23rd. Flight attendants could not possibly be less interested in service if they tried. Not one flight attendant offered to help with bedding or even inquire if I needed anything. Food service was dreadful. The flight attendant practically dropped the breakfast tray in my lap when she got around to serving it. The breakfast was nothing to write home about and what is it with serving the utensils from the freezer? I was so looking forward to flyng Qantas because I had heard good things about the service. Sadly my experience would hardly fit in that category. The return trip from Sydney to Los Angeles on November 12th offered friendlier flight attendants and better service but not enough to make up for the my very poor first impression. This flight departed Sydney around noon and ""lunch"" was not served until about 4pm Sydney time. What took so long? The ""snacks"" that you offer are basically junk food as even your ""fresh fruit"" is served in a sugary syrup.",Business Class,1.0,1.0,1.0,1,N/A,,1,
qantas_airways,Craig Willis,2013,2013-11-19,MEL-ASP Return. Boarding in Melbourne was prompt as was the service. Seated in 1 D in Business and offered juice or water prior to take-off. Left on time and then offered 3 options soup chicken salad or cheese platter which was excellent. Landed ahead of time and very prompt bag delivery. Return flight was also excellent with a great meal and excellent wine. Staff were very good and most attentive. Both aircraft were 737-800NG with the new red seats and seat back screens. Overall a most pleasant flight.,Business Class,5.0,5.0,5.0,5,N/A,,5,
qantas_airways,Michael Davies,2013,2013-11-18,Melbourne to Sydney on a Boeing 737-800. Brand new plane the Captain said only delivered 3 days previously. Comfortable maroon leather seats plenty of room for a short flight. Configured 2-2 and only 3 rows. Good quality lunch with a jolly nice sparkling wine. Overhead screens but I didn't watch anything as I had a great view out of the window. Slightly delayed departure but early arrival as flight was a little over an hour. Check in quick with no queues. Baggage delivered promptly. Very efficient trip.,Business Class,5.0,5.0,4.0,3,N/A,,4,
qantas_airways,Michael Davies,2013,2013-11-18,Sydney to Honolulu on B767. I agree with some of the points raised by Christine Woodward on 2 October. This is business class from the late 80's. The seats were wide and I found them very comfortable and we had a good nights sleep. Its true that if you are in a window seat with someone next to you you cannot get out without disturbing him/her. But there are only 5 seats like this. The cabin is configured 1-2-2 so there are 20 aisle seats out of 25 total. I didn't like the iPad system. You were always looking down on it you couldn't watch while eating or when the seat is in the recline position. However the staff were great - very friendly and offered excellent service. The food was good as were the wines. Priority boarding of business class - and they stuck to it - turning back economy passengers and telling them to wait. On time departure and we were allowed to disembark first. We a good flight but this is an out of date product as Qantas know and I'm sure they will put the A330 on this route as soon as they can. But this is still much better than flying with JetStar who share the route with Qantas.,Business Class,4.0,5.0,4.0,2,N/A,,4,
qantas_airways,Chris Fox,2013,2013-11-18,Travelling CHC-SYD-PER excellent flights in business on both sectors. Morning service out of CHC then a lunchtime service out of SYD. On the SYD service the quality of the service food and beverages was top notch. 3 course meal was of a very high standard and the wine offering was superb. The A330-200 J class seating is not the greatest compared to the -300 models and Qantas is fixing these which is good as they will all be lie-flat in the future. All in all an excellent level of service for a domestic product which outshone another carrier I flew with in business on an international service a few days earlier.,Business Class,3.0,5.0,5.0,5,N/A,,4,
qantas_airways,Peter Weeblitz,2013,2013-11-14,Domestic Flight Sydney to Gladstone. For a domestic flight within Australia it was a very expensive fare to pay. The aircraft used was way out of date. The catering was of a poor standard. You best bring your own sandwiches and Tetra packed fruit juice.,Economy Class,2.0,3.0,1.0,1,N/A,,1,
qantas_airways,B McCullough,2013,2013-11-14,DXB-LHR. Fantastic night flight from Dubai to London Heathrow on A380. Comfy seats good service and all the things that you would need (but not more.) Cushion in particular is very comfy. Food was great.,Economy Class,5.0,5.0,4.0,4,N/A,,4,
qantas_airways,D Bingham,2013,2013-11-13,QF1 - a mixed experience as I had come from a codeshare JQ flight that wasn't really a codeshare at all no thru checked bags and no advice about the transfer at SYD to QF1. Had I known that I would have flown direct from BNE on Emirates. The check in and onboard experience was very good I was in the small section in Y on upper deck - paid for but recommended as I slept most of the way to DXB. Food very good and comfortable seats - a good point to point trip but don't expect an easy JQ/QF transfer experience.,Economy Class,5.0,4.0,4.0,4,N/A,,2,
qantas_airways,V Batt,2013,2013-11-13,PER-SIN-HKG. Staff were rude arrogant condescending. On domestic Australian flights this is the norm but with more competition on international routes I expected better. After the flight I had trouble getting Qantas to credit my Frequent Flyer points despite providing them my number when I booked my ticket. This is the third time this has happened and after two unanswered emails it was only after a phone call that they credited my points. Qantas like to promise the world with their FF programme but when it comes to delivering they try to avoid to meet their obligations in the hope that they do not have to credit you the points they owe you.,Economy Class,4.0,1.0,2.0,3,N/A,,1,
qantas_airways,J Palutikof,2013,2013-11-12,Sydney-Joburg business class best night sleep on a plane. Love the quilted mattress thing they put over the seat - looks thin but makes a big difference. Food okay nothing special IFE the same crew efficient and friendly. But the high point is the seat - wide and very comfortable. Would highly recommend although there's not a lot of choice on this route.,Business Class,5.0,5.0,3.0,3,N/A,,3,
